,job_title,company_name,job_location,date,job_description,AWS Cloud,Algebra,Azure,Big Data,C/C++,Data Mining/Analytics,DevOps,Excel,GCP,Git,Google Cloud,IBM,Jason,Java,MATLAB,Machine Learning,Mathematics,NLP,Neural Networks,Operations research,Oracle,Probability,Python,R,SAS,SDLC,SPSS,SQL/databases,Scala,Stata,Statistics,Support Vector Machines,Team building,Visualisation,agile,consulting,decision making,leadership,management,presentation,problem solving,project_management,xml
286,Data Scientist,Alberta Bone and Joint Health Institute,"Calgary, AB",save job,"$70,000 - $90,000 a yearTemporaryALBERTA BONE AND JOINT HEALTH INSTITUTEPosition: Data ScientistLocation: Calgary, ABJob Type: Full timeTerm:  Two years (with the possibility of renewal pending funding availability)Company Url: http://www.albertaboneandjoint.comNature of WorkReporting to the Director of Operations (Technical), this position is a senior member of the Institute’s data team and will be participate in the ongoing growth of its sophisticated data infrastructure and analytics capabilities. Based in Calgary, this position will require some day travel throughout Alberta, and may involve very occasional overnight travel.Job DetailsThe incumbent will:Contribute to the design of the organization’s evolving data architectureEvaluate new technologies, software applications and platforms and oversee the integration and adoption of innovative solutions into the organization’s analytics capabilitiesLiaise with external stakeholders and collaborators on various data science initiatives (research projects, pilot projects, feasibility tests, etc.)Provide technical expertise and advice to Management and staffManage the adoption of appropriate big data and data warehousing technologies and platformsParticipate in security and privacy audits and reviewsResponsibilitiesThe incumbent is responsible for:The technical design and development of a provincial registry supporting world class research in bone and joint healthIntegrating machine learning and artificial intelligence that provides practical predictive analyticsDeveloping a provincial data acquisition and management strategy that will integrate data from dozens of partner organizations from across the provinceIdentifying opportunities for collaboration and grants to support the development of innovative data analytics tools, capabilities, and productsManaging stakeholder relationshipsQualificationsMaster’s degree with a focus in data science (e.g. computer science, computer engineering, or a related quantitative field)7+ years practical experience with ETL, data warehousing, big data processing, data integration, database programming, and/or advanced analyticsDeep understanding of leveraging data for decision support and change managementProven proficiency in cross-platform data integrationStrong communication, professional demeanor, and critical thinking skillsBackground in academic researchExperience with machine learning and artificial intelligence is an assetFamiliarity with big data and data warehousing technologies and techniques (e.g. data cubes, SSAS, Hadoop, NoSQL/MongoDB)Familiarity with statistical analysisWork experience in healthcare or health-related field, especially working with health data and electronic medical records, is an assetAbout the OrganizationThe Alberta Bone and Joint Health Institute (ABJHI) is a not-for-profit organization that works closely with partners throughout the health care system to identify service delivery improvement opportunities to provide better bone and joint health care for all Albertans. For over 12 years, ABJHI has been a trusted and confidential partner with doctors, clinicians, and Alberta Health Services to collect and analyze highly sensitive patient data in a secure and protected manner. ABJHI uses data analytics and quality improvement methods to provide clinicians and frontline staff with actionable, evidence-based recommendations that improve health outcomes for Albertans.Job Type: TemporarySalary: $70,000.00 to $90,000.00 /yearExperience:practical experience with ETL, data warehousing, big data pr: 7 years (Preferred)Education:Master's Degree (Required)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
287,Data Scientist,Brightstar Corp.,"Montréal, QC",30+ days ago,"Montréal, QCNext Wireless Group is looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights.

In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We also want to see a passion for machine-learning and research.

Your goal will be to help our company analyze trends to make better decisions. As the first “data guru” of the company you will have to build the right tools to display all the KPIs and reports needed. You will work on ad hoc finance projects and your insights will be more than helpful to help the company develop its business.

Responsibilities:
Identify valuable data sources and automate collection processesUndertake pre-processing of structured and unstructured dataAnalyze large amounts of information to discover trends and patternsBuild predictive models and machine-learning algorithmsCombine models through ensemble modelingPresent information using data visualization techniquesPropose solutions and strategies to business challengesCollaborate with Engineering and Product Development teams",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,Data Scientist,ExxonMobil,"Calgary, AB",17 days ago,"Calgary, ABData Scientist
Location: Calgary, AB, CA
Company: ExxonMobil
Job description
We are seeking Junior and Senior Data Scientists for Imperial’s Digital Accelerator's data science group who can solve business problems by leveraging machine learning, optimization and other analytical techniques in a multi-disciplinary team of engineers, strategic partners and subject domain experts

The Upstream Digital Accelerator (UDA) is a new digital accelerator within Imperial conceived to leverage the power of digital technologies (including AI) to solve highly complex problems across Imperial oil and gas operations, spanning conventional, mining, SAGD and other thermal recovery methods.

Operating within an Agile framework, with multi-disciplinary teams, ideas from the business are quickly actioned and converted into usable products (MVPs). To this end the UDA offers a fast-paced, exciting environment and access to a diverse set of problems. Strong support from the CEO and senior management, and a close working partnership with Imperial’s asset team ensure endless opportunities to create significant impact on the business.

With access to massive data sets, immense computation power and challenging, previously unsolved problems, UDA is an ideal place for Data Scientists to push the boundaries of what they know and can achieve. As an example, a recent project saw the use of 60 stacked XGBoost models feed predictions into a custom built numeric gradient descent optimization algorithm on a 100 GB dataset to significantly improve recovery rate from mining operations.
Furthermore, UDA encourages its members to showcase their work to the data science community through publications, conferences and seminars.

As a new and rapidly expanding group within Imperial, the UDA provides a unique opportunity for Data Scientists to pioneer the use of cutting edge analytics in upstream oil and gas.

As a Data Scientist, you will:
Work as a member of the Imperial Digital Accelerator with a team of highly talented Data Scientists, led by a Principal Data Scientist, to unlock substantial value from operations
Work on previously unsolved, highly complex, diverse problems across Imperial upstream assets in a fast-paced Agile environment
Understand and translate business requirements into technical, end-to-end execution plans for predictive modeling
Be involved from the early stages of defining data needs and sourcing data, all-the-way through to creating production ready predictive models
Work with Principal Data Scientist to set the strategy for analytical execution
Lead efforts in data quality, consistency and correctness
Ensure your models and analytics are tested with the end users and iterate as needed
Communicate key metrics to stakeholders, as you progress through delivery
Mentor and guide junior members of the team through the modeling process
Keep up to date with the latest advances in the data science field
Publish innovative and breakthrough work in conferences and journal
Qualifications
Academic:
MS in machine learning, computer science, statistics, mathematics, physics, engineering, economics or related quantitative field is preferred
PhD in a quantitative field is an asset

Other:
Experience leading small teams
Experience implementing machine learning algorithms across a range of complex supervised, unsupervised learning problems
Experience working on complex, ill-defined engineering problems
Experience leading end-to-end modeling including translating the business problem into an analytical approach and delivering results
Experience with problems that involves optimization expertise
Strong programming skills in at least one object oriented programming language
Ability to explain technical concepts to non-technical audience, excellent communication skills
Strong expertise in operations research and optimization
Previous domain expertise in energy/ industrial goods
Experience working in cross-functional teams, building production quality and large scale deployments in an Agile environment

Start date: May 1, 2019

Location: Calgary, AB
Your benefits
You will work for a company that has safety, ethics, diversity and inclusive values at its core
Attractive salary and benefits programs including:
competitive savings, pension, and health/dental plans that you can customize to meet your needs
workplace flexibility programs
educational and physical fitness financial assistance programs
Excellent career opportunities in a growing, dynamic organization that rewards initiative and innovation
Successful networking and mentoring programs including formal training along with hands on experience
Competitive vacation package - provides you with three weeks of vacation (the first year is pro-rated based on your hiring date) and one scheduled Friday off per month and five floating days annually for use at your discretion
Who we are
At ExxonMobil Business Support Centre Canada ULC (EMBSCC) we are an integral part of a worldwide network of business support centres that provide financial, technical, information service, transactional, and customer service support for ExxonMobil’s global operations.

Other considerations
For applicants selected to be interviewed, pre-employment background screening will be required.
We thank all those who apply; however, only those candidates selected for interviews will be contacted.

Eligibility to work in Canada
All applicants who receive an offer of employment must be eligible to work in Canada on their start date. Proof of eligibility shall be in the form of a Canadian birth certificate, Canadian passport, Canadian citizenship certificate, Canadian certificate of permanent residence, Canadian open work permit or receipt from Immigration Canada of an application for a post-graduate work permit. Proof of eligibility must be current and valid (not expired, cancelled or voided). Proof of eligibility will be required if an offer of employment is made. Failure to provide proof of eligibility at least six (6) weeks prior to the start date may result in the offer of employment being rescinded.

Application deadline: March 24, 2019
The ExxonMobil Business Support Centre Canada is committed to providing equitable treatment and equal opportunity to all individuals.
In certain situations, ExxonMobil may use your application to consider your suitability for other positions within the Company and may also provide the information to its affiliates, including Imperial Oil and affiliates of Exxon Mobil Corporation, in connection with possible opportunities at those affiliates.

Job Segment: Database, Scientific, Engineer, Computer Science, Technology, Engineering, Research",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
289,Data Scientist and Analyst,NumerixSQuant,"Vancouver, BC",save job,"$95,000 - $150,000 a yearPermanentWe are a mixture of grad school and a technology company with a focus on the stock markets.Do you have a sharp, curious mind, high standards and a precise approach to solving problems?We build quantitative trading strategies grounded in science and driven by data and technology. Our focus is analytical excellence in research and development.We are seeking world-class researchers visualise and explore data sets to enable the development and generation of new trading algorithms. We draw ideas and inspiration from the broader math, science, and investment communities.ResponsibilitiesResearching, evaluating and modeling large volumes of trading information to design, develop and test computer-based trading algorithmsOriginating and developing research projectsLiaising with data vendorsEvaluation, processing and pragmatic utilization of large data setsIdentifying timely and unique data sets, diving deep into a diverse set of data domains, visualizing and exploring underlying data drivers, and developing data set features and forecastsRequirementsMasters or PhD in mathematics, physics or related fields in quantitative disciplinesSolid programming abilitiesProgramming experience in Python and familiarity with Linux and kdb+ is a bonusExperience contending in national or international math, physics or computer science competitions is strongly preferredInnate curiosity and resourcefulnessWhile we analyze the data-rich domain of finance, financial experience is not a requirementCanadian work authorisation is preferred (Canadian citizenship, permanent resident status or work permit)Job Types: Full-time, PermanentSalary: $95,000.00 to $150,000.00 /yearEducation:Master's Degree (Preferred)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Data Scientist,SPORTLOGiQ,"Montréal, QC",save job,"Montréal, QCWho we are: SPORTLOGiQ is the leading provider of advanced analytics data for professional sports teams and broadcast media. As a Data Scientist, you will be a part of our highly talented research team, building our next generation advanced sport analytics platform. To be successful in this role, you must be a fast learner and have the ability to thrive in a dynamic environment; combining conceptual and applied research, entrepreneurship, systems building and collaborative work. You will work together with similarly-minded individuals on a unique development team where your skills and expertise will be put to the test! This is a once-in-a-lifetime opportunity to help shape the future of sport analysis, coaching and media storytelling.Our ideal candidate would have strong experience in developing novel statistical modeling techniques and applying them to solve real-world problems. The selected candidate will be part of the sport analytics research team, and will be in charge of the development of novel descriptive and predictive models for sport games data.What you'll need: Graduate degree (PhD preferred) with research experience in applied statistical modelingSolid skills in C/C++, Python, R, or JuliaAbility to develop novel metrics and models on large, complex dataDeep understanding of statistical theory and modelingStrong working knowledge of data science best practicesNice to have: Research experience and publications in relevant fields in top-tier conferences and journalsUp-to-date knowledge and understanding of recent advances in statistics and machine learning, particularly sports analytics and spatio-temporal modelingResearch experience in time series analysis, spatial modeling, and methods for big dataPractical experience with Stan, INLA, Keras, or related frameworksWhat We Offer: Competitive salaryFlexible work scheduleBonus structure and employees stock optionsComprehensive benefits programA cooperative and fun work environmentFreedom to work on your own projectsDog friendly officeAn endless coffee, tea and candy bar!Job Type: Full-timeEducation:Doctoral Degree (Preferred)Location:Montréal, QC (Preferred)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,Data Scientist,Communications Security Establishment,"Ottawa, ON",30+ days ago,"Reference number: 48123-CSE(OC)2019 Closing Date: 2019-03-31

Job Summary
**The big picture**
CSE plays a critical role in the implementation of Canada’s cyber security strategy. To carry out our mission we track cyberthreats around the world, monitor Government of Canada networks to detect and mitigate cyberthreats, and protect information of value to the government. CSE’s data analysts/scientists play a crucial role in generating insight from data-rich environments.

 *What’s in it for you?*
Are you interested in a unique working experience applying data analyst/science skills to a diverse variety of cyber defence problems? At CSE, data analysts and data scientists are motivated by an environment with:
interesting and distinct problems to solve
talented colleagues
encouragement to approach problems from different perspectives
continuous learning and development to maintain a technical edge
opportunities to see the impact of their efforts
If the above description sounds attractive, you should consider CSE for a career in data analysis/science. Data analysts perform data review, data validation, quality control, and cleaning; they develop and evolve Extract, Transform, Load (ETL) processes and data models; they create data processing pipelines to analyze disparate multi-source data; they prepare technical documentation and standard operating procedures; and they ensure data requirements are met for operational reporting, dashboards and ad hoc requests.
Data scientists model real world problems to forecast what might happen; they apply and develop machine learning techniques, they implement algorithms in efficient and scalable ways; they communicate analytical results to others in compelling and visual ways; they help to develop scalable solutions; and they mentor others and help others to communicate and gain understanding about data science.

Position type: Term and indeterminate positions, with a one (1) year probation period.

Salary Range:
UNI 07 level: $78,001 - $91,764
UNI 08 level: $83,250 - $97,942
These positions are currently eligible for a market allowance ranging from an additional $8,366 to $11,000.

Position Requirements
Education
University degree with extensive statistical, computational coursework; for example, physics, math, engineering, economics, data science, computer science, bioinformatics, etc. (preference may be given to those with a graduate degree).

Experience
Experience with extract, transform, load (ETL) activities including cleaning, transforming, and ingesting large, variegated and changing structured and unstructured data
Experience working with databases and database management tools
Experience scripting or programming in at least one open-source programming language (e.g. Python) or a statistical software package (e.g. R)
Experience collaborating with management, software tool developers and software tool users
Asset
Extensive (three years or more) background in software programming or scripting
Experience in developing and applying computational algorithms and statistical methods to find patterns and model, and predict relationships in large, disparate and evolving data sets
Experience in applying and improving machine learning techniques
Experience conducting data analysis and creating compelling communications in visual, verbal and written forms

Language Requirements
English Essential

Who Can Apply
Canadian citizens who can qualify for a Top Secret security clearance conforming to CSE’s standards.

Security Requirements
Candidates must have no criminal record.
The screening process involves a security interview, a polygraph test, a psychological assessment, and a background investigation covering a minimum of your last 10 years history, including credit and financial verifications. Ongoing substance abuse is a factor to be assessed as part of your screening process.

How To Apply
Applicants must clearly demonstrate in their application how they meet each EDUCATION and EXPERIENCE criteria. Failure to do so will result in the applicant being screened out of the selection process.

Notes
CSE is a separate organization and is not subject to the Public Service Employment ACT (PSEA). The organization has its own values-based staffing regime and as such, has the flexibility to determine qualifications for positions and how these positions will be assessed in a selection process.
CSE is an Equal Opportunity Employer. We encourage applications from women, Aboriginal peoples, persons with disabilities, and members of visible minority groups. CSEC offers an assessment process which will accommodate the needs of persons with disabilities. If you may need such accommodation, please advise us.
Candidates must be able to provide proof of education credentials.
A written test will be used as a screening tool.
An interview and references will follow for candidates who are successful on the screening test.
The entire selection process – tests, interviews, security investigation – may take more than one year.

We thank all those who apply and advise that only those selected for further consideration will be contacted.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
292,Data Scientist Consultant - People & Culture,TELUS Communications,"Toronto, ON",30+ days ago,"Toronto, ONJoin our team

Do you constantly ask why? Do numbers tell you stories? Are you passionate about data? Do you get excited when the r-square is greater than 0.8? Are you committed to uncovering actionable insight? Would you be interested in shaping the future of TELUS’ People & Culture data governance and people analytics strategy?

The P&C, Data Science Consultant is a strategic role that will translate people data into actionable insights that drive business outcomes. This role is fundamental to our analytics and evidence-based approach to decision making and program development in People and Culture.

The ideal candidate is a passionate and results driven individual who has a passion for dissecting vaguely define business challenges with a strong evidence-based perspective and a creative approach to finding the right solution. Your assignment will be to work with the Business Improvement and Analytics team in driving a short and long term strategy that will advance our business through the lens of People and Culture driving data governance, workforce metrics and data science & analytics.

Here’s the impact you’ll make and what we’ll accomplish together

Reporting to the Manager, People & Culture, Business Improvement and Analytics, the P&C, Data Science Consultant will partner and work closely with the Director, People & Culture Enablement team, People and Culture Leadership Team, and key business partners in the organization.

Here's how
Translate people data into actionable insights that drive business outcomes
Support the People and Culture function by leading initiatives in the areas of data governance, research, metrics reporting, and advanced analytics:
Drive data governance within People and Culture’s HR and HR related data
Design and conduct research activities and/or experiments to uncover knowledge and insights through a hypothesis driven approach
Develop metrics and reporting for strategic operational activities
Leverage advanced analytics to support business relevant insights
Serve as a domain expert on research methods, statistical methods, data governance and analytics
Tell compelling evidence-based stories to aid executives and business leaders in strategy and decision making - providing influential actionable insights
Translate technical concepts into business relevant insights
Business value mindset - recommending actions that will impact the bottom-line
Research external benchmarking and industry trends to provide insight and guidance on People and Culture strategies
Collaborate with subject matter experts across the People and Culture function and the business organization to build relationships that effectively support strategic priorities
Elevate the effectiveness of deliverables, projects, and processes by identifying process improvement opportunities to drive operational efficiency and to generate incremental team capacity to fulfill growing business demands
Lead and advocate cultural team initiatives that educate cross-functional business leaders on evidence-based management, best practices, and business values
Qualifications

You're the missing piece of the puzzle
Analytical problem solving skills with the ability to analyze, dissect and illuminate vaguely defined business problems and challenges
Effective consulting skills, exceptional critical thinking with an ability to leverage analytics to develop solutions that support stakeholder business strategy and objectives
Knowledge of predictive modeling and statistical analysis concepts and principles
Highly organized with a demonstrated ability to manage and prioritize high volume deliverables
Ability to execute and deliver complex initiatives and deliverables
Project management
Change management
Ability to build relationships and communicate (verbal and written) with internal and external stakeholders, senior management and executives
Ability to influence without authority
Work collaboratively with internal stakeholders to understand and break down complex business issues into manageable pieces in order to develop analytical blueprints to develop recommendations aligned with the big picture solution
Strong attention to detail, analytical acumen, intellectual curiosity, creativity, a proven work ethic, and good communication skills
Technical understanding and aptitude for programming and data processing
Strong ability to work independently, set performance goals and meet deadlines
Self-motivated and self-directed, but with a strong ‘team player’ attitude
With a University Degree
Great-to-haves
4-7 years of equivalent experience
Proven track record in delivering strategic business insights
Experience in communicating and influencing varied stakeholder groups including senior executives and decision makers
Previous experience in an analytical role, preferably in the area of data, metrics and analytics
Previous experience in workforce and talent analytics an asset
Previous experience in programming and data processing an asset
Excel, Macros and Visual Basic
RDBMS & SQL
Data visualization: Tableau
Experience with statistical and predictive analytics tools an asset
SPSS, SAS
R, Python and other related software
Experience working in fast-paced, continually changing environments",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0
293,Data Science Assistant,IISD,"Winnipeg, MB",9 days ago,"Winnipeg, MBContract$563 - $656 a weekIISD Experimental Lakes Area (IISD-ELA) is one of the world’s most influential freshwater research facilities. It features a collection of 58 small lakes and their watersheds in northwestern Ontario, Canada. For over 50 years, scientists at IISD-ELA have conducted whole-ecosystem experiments and made significant scientific discoveries related to issues such as acid rain, mercury from air pollution, algal blooms and pharmaceutical chemicals in water. The facility is operated by the International Institute for Sustainable Development, an independent think tank headquartered in Winnipeg.

IISD-ELA acknowledges that our research facility is located on Treaty Three lands and the care of these lands during experimentation and restoration to original state is implicit in its mission. Many local schools in the region come to the facility to learn more about the science of aquatic ecosystems and how humans have a role in working with one another to protect these resources.

The unique nature of the IISD-ELA facility and our whole-ecosystem approach to freshwater science provides an opportunity to deliver different kinds of educational programming and community outreach for a wide variety of audiences. IISD-ELA aims to inspire and train the general public and the next generation of research scientists, providing a platform for science education and innovation. This position will be based at IISD offices in downtown Winnipeg, MB, with occasional overnight travel to IISD-ELA.

Responsibilities:

Work with IISD-ELA scientists to improve the collection and curation of scientific datasets.
Develop and implement the digitization of historic environmental datasets.
Assist with IISD-ELA database management.
Explore innovative data fusion and analysis methods, including Machine Learning and Neural Networks.
Other duties as assigned.
Skills & Qualifications:

Pursuing or holding a bachelor’s or honours degree in biology, statistics, computer science, environmental science, geography or similar disciplines.
Have a strong interest in quantitative methods, data analysis and modelling.
Some experience and comfort with scientific scripting (Python or R preferred).
Eager to modernize one of Canada’s longest-running whole-ecosystem experiments.
Willing and able to occasionally travel to the Experimental Lakes Area from Winnipeg and perform field sampling in remote environments.
Enthusiasm for interdisciplinary methods and self-directed research.
IISD-ELA will require the completion of a criminal record and child abuse registry check.
Ability to speak French and/or Ojibwa is considered an asset.
The contract is for a full-time term position from approximately May–August 2019.

Compensation: $562.50 – $656.25/week CAD

All submissions must be in English.

Closing date: Sunday, March 31, 9 am CST

IISD-ELA is committed to equal opportunity. Candidates must hold appropriate work authorization for Canada.

We thank all candidates for their interest; however, only candidates advancing in the recruitment will be contacted for an interview. We kindly request that further contact not be necessary.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
294,"DATA SCIENTIST, ANALYTICS",TransUnion,"Burlington, ON",30+ days ago,"Burlington, ONWho We Are
At TransUnion, we are dedicated to finding ways information can be used to help people make better and smarter decisions. As a trusted provider of global information solutions, our mission is to help people around the world access the opportunities that lead to a higher quality of life, by helping organizations optimize their risk-based decisions and enabling consumers to understand and manage their personal information. Because when people have access to more complete and multidimensional information, they can make more informed decisions and achieve great things.

Every day TransUnion offers our employees the tools and resources they need to find ways information can be used in diverse ways. Whether it is helping businesses better manage risk, providing better insights so a consumer can qualify for his first mortgage or working with law enforcement to make neighborhoods safer, we are improving the quality of life for individuals, families, communities and local economies around the world.

What you will do

The individual in this position will proactively work with all levels of management within ADS and TransUnion to drive business and revenue opportunities as well as provide senior management with valuable industry/market and customer driven insight that will be leveraged in the business planning and product development processes. In addition, this individual will be expected to work effectively across virtual teams, draw upon resources within ADS and across TransUnion Int’l in order to facilitate the development and execution of complex projects and initiatives.
Demonstrates to internal and external customers how analytics can be applied and implemented to optimize business strategies including cost benefit analyses. Responsible for providing sales support, which may include providing strategic consulting and needs assessment services to internal and external customers. Finds value-add opportunities for clients to help maintain and nurture strong revenue base, mutually satisfying business relationships: Manages research and analysis processes for projects in the following areas: marketing, risk, profitability, technology, geography, or other related topics. Leads in proposal development by transforming client or perspective client requirements into consultative solutions that demonstrate value added services. Co-ordinates with the ADS Consultants/Sales team on complex research, analysis, and modeling projects and products from idea generation through implementation. When necessary, will engage resources within ADS and across other TransUnion business units and functional areas in support of new product assessment and development efforts for specific vertical lines of business and/or industry segments – some of the functional areas may include legal, compliance, finance and IT. Consults with customers and TransUnion colleagues to determine analytical requirements; and to integrate target marketing, account decisioning, and account management strategies and products with existing or other processes, systems, and operations. Creates and/or follows detailed project plans to ensure projects are completed on time and within budget. Collaborates with outside organizations in partnerships to assist common customers. Acts as liaison between clients and other departments within TransUnion to offer “total solutions”. Effectively presents project results in client/user language. Understands industry trends and the business at the level needed to proactively identify areas of business opportunities and analytical needs of customers. Assures compliance of regulatory and privacy issues during implementation of modeling and analysis projects. Makes formal presentations at meetings, conventions, and other speaking engagements in a particular area of business or statistical expertise. Creates and conducts associate training programs for various TransUnion departments. Performs other related duties as assigned.

What you will bring:
The duties and responsibilities described above are the essential functions of the job. The qualifications below are representative of the knowledge, skills, and/or abilities required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. 3+ years’ experience working with SAS or similar analytical tools Familiar with various statistical, econometric, and quantitative analysis techniques and their applicability to business problems Proficiency in the use of a statistical software application, for example SAS, R, XENO Advanced technical capability, for example Excel, SAS, SQL etc. Experience in developing statistical models is an asset - Research, develop, test, and document methodologies/models, procedures and related processes for credit risk measures (e.g. probability of default, exposure at default, loss given default) Model implementation - Liaise with other stakeholders to facilitate model approval and implementation; participate in formulating implementation requirements, and conducting pre-implementation testing. Quick thinker, unconventional problem-solving capabilities Excellent communication skills (oral & written) with ability to communicate complex concepts and solutions successfully to all levels of management and technical expertise. Must have proven ability to interact and mediate with all levels of organization, from most junior to most senior, from all aspects of business including technical and operational. Proven ability to mediate through complex business issues from multiple points of view and levels of organization – while achieving desired outcome Track record of independent self-motivated results. Must also be able to work effectively under minimum supervision. Willingness and ability consistently assert point of view in a non-confrontational manner. Capable of translating market/economics trends into tangible product concepts/ideas or solutions In-depth understanding of credit reporting industry preferred Direct experience in developing and/or designing statistical/econometric or comparable modeled solutions and/or similar empirical analyses. Project and/or process management experience highly desirable In-depth knowledge of tools, software and technology platforms available in the marketplace; direct experience in use of competitive offerings desired Knowledge and/or direct experience with integrating solutions into client systems or business processes Well rounded experience consulting or supporting intangible solutions Bachelor’s degree in Statistics or other related field such as mathematics, business, finance, economics, or equivalent, Master’s Degree preferred.


Accommodation is available, including for applicants with disabilities, in accordance with applicable laws.

#LI-JC1
Work Locations|Burlington
Organization|USIS - Innovative Solutions Group
Schedule|Full-time
Job Type|Standard",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
295,Epidemiologist,Ontario Agency for Health Protection and Promotion (Public Health of Ontario),"Toronto, ON",1 day ago,"Toronto, ON$67,020 - $94,357 a yearOverview

Position Title: Epidemiologist
Department: Health Promotion, Chronic Disease, Injury Prevention
Duration: Temporary Full-time (12 months) – Externally Funded
Location: 480 University Ave
Compensation Group: AMAPCEO
Position Status: Open
Internal applicants to be considered first
Salary: $67,020 to $94, 357
Posting Date: March 22, 2019
Closing Date: April 5, 2019

The Epidemiologist is responsible for providing specialized epidemiological services to a research team within the department of Health Promotion, Chronic Disease, and Injury Prevention. Specifically, the successful candidate will work on a CIHR funded project entitled, Cardiovascular disease attributable to nutrition-related causes: Estimating future burden and evaluating nutrition policy options for maximizing population health benefit in Canada. This study will inform policies to reduce the nutrition-related CVD burden in Canada. Diets high in sodium and sugar-sweetened beverages (SSB) are strongly linked to cardiovascular disease (CVD), a leading cause of mortality. Given their high prevalence of excess consumption, the Canadian Government has identified sodium and SSBs as high priority policy targets requiring effective interventions. The aim of this study is to estimate the extent to which population-level dietary interventions will reduce sodium and SSBs intake and corresponding population and social inequities in CVD among Canadian adults. The study will use data from the 2015 Canadian Community Health Survey, the first nationally representative nutrition survey in Canada since 2004. We will model the impact of three population-level dietary interventions on sodium and SSB intake, including: 1) sodium reformulation in food; 2) excise tax on SSB; and, 3) mandatory front-of-package nutrition labels. Next, we will use the Cardiovascular Disease Population Risk Tool (CVDPoRT), a validated population-based risk algorithm, to predict the impact of these three population-level dietary interventions to maximize CVD prevention and reduce social inequities in CVD across social groups (i.e., age, sex, socioeconomic status and food security) using CVDPoRT.
Responsibilities

Works under the general guidance of Scientists to coordinate all aspects of the projects.Provides analytical expertise to support research teams’ data, information, knowledge and support goals.Collaborates with internal and external partners to develop data analysis plans.Assists in the preparation of grant submissions and knowledge translation activities, including the preparation of peer-reviewed manuscripts and conference presentations related to ongoing findings of the study.Contributes methodological expertise.Performs other duties as assigned.
Requirements

Master’s degree in epidemiology or related field.Minimum 2-4 years of experience as an epidemiologist in a public health or related setting.Experience in analysis and interpretation of survey data.Experience in public health research.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
296,Data Scientist,Fiddlehead,"Moncton, NB",30+ days ago,"PermanentWhat you'll doResponsibilities
Work with engineering and product development to identify and answer important product questions by using appropriate statistical techniques on available data.
Identify, clean, and munge new and existing data sources.
Communicate findings to management team and clients.
Collaborate with cross-functional team members to rapid prototype new features.
Estimate tasks and participate in status and stand-up meetings.
What you'll needQualifications
BS, BA, or advanced degree in computer science, mathematics, engineering or a related field.
Advanced skills with Microsoft Excel.
A strong passion for empirical research and for answering hard questions with data.
Comfort manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources.
Ability to communicate complex quantitative analysis in a clear, precise, and actionable manner.
Working knowledge of an analysis tool such as R, Python, Matlab, or SAS.
We're looking forCore SkillsDemand Forecasting Microsoft Excel Problem Solving Python R Science SQL Statistical Data Analysis Statistics",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
